inclusion_index,exclusion_index,exclusion_code,regex_prefix
23,15,G00-G99,^G20
23,15,G00-G99,^G21
23,15,G00-G99,^G22
23,15,G00-G99,^G23
23,15,G00-G99,^G24
23,15,G00-G99,^G25
23,15,G00-G99,^G26
23,15,G00-G99,^G27
23,15,G00-G99,^G28
23,15,G00-G99,^G29
23,15,G00-G99,^G30
23,15,G00-G99,^G31
23,15,G00-G99,^G32
23,15,G00-G99,^G33
23,15,G00-G99,^G34
23,15,G00-G99,^G35
23,15,G00-G99,^G36
23,15,G00-G99,^G37
23,15,G00-G99,^G38
23,15,G00-G99,^G39
23,15,G00-G99,^G40
23,15,G00-G99,^G41
23,15,G00-G99,^G42
23,15,G00-G99,^G43
23,15,G00-G99,^G44
23,15,G00-G99,^G45
23,15,G00-G99,^G46
23,15,G00-G99,^G47
23,15,G00-G99,^G48
23,15,G00-G99,^G49
23,15,G00-G99,^G50
23,15,G00-G99,^G51
23,15,G00-G99,^G52
23,15,G00-G99,^G53
23,15,G00-G99,^G54
23,15,G00-G99,^G55
23,15,G00-G99,^G56
23,15,G00-G99,^G57
23,15,G00-G99,^G58
23,15,G00-G99,^G59
23,15,G00-G99,^G60
23,15,G00-G99,^G61
23,15,G00-G99,^G62
23,15,G00-G99,^G63
23,15,G00-G99,^G64
23,15,G00-G99,^G65
23,15,G00-G99,^G66
23,15,G00-G99,^G67
23,15,G00-G99,^G68
23,15,G00-G99,^G69
23,15,G00-G99,^G70
23,15,G00-G99,^G71
23,15,G00-G99,^G72
23,15,G00-G99,^G73
23,15,G00-G99,^G74
23,15,G00-G99,^G75
23,15,G00-G99,^G76
23,15,G00-G99,^G77
23,15,G00-G99,^G78
23,15,G00-G99,^G79
23,15,G00-G99,^G80
23,15,G00-G99,^G81
23,15,G00-G99,^G82
23,15,G00-G99,^G83
23,15,G00-G99,^G84
23,15,G00-G99,^G85
23,15,G00-G99,^G86
23,15,G00-G99,^G87
23,15,G00-G99,^G88
23,15,G00-G99,^G89
23,15,G00-G99,^G90
23,15,G00-G99,^G91
23,15,G00-G99,^G92
23,15,G00-G99,^G93
23,15,G00-G99,^G94
23,15,G00-G99,^G95
23,15,G00-G99,^G96
23,15,G00-G99,^G97
23,15,G00-G99,^G98
23,15,G00-G99,^G99
23,15,F84.2,^F842
23,15,R52,^R52
23,15,I61,^I61
23,15,M30,^M30
23,15,M31,^M31
23,15,J45,^J45
23,15,K21,^K21
23,15,K50-K52,^K50
23,15,K50-K52,^K51
23,15,K50-K52,^K52
23,15,K82-K83,^K82
23,15,K82-K83,^K83
23,15,K70-K76,^K70
23,15,K70-K76,^K71
23,15,K70-K76,^K72
23,15,K70-K76,^K73
23,15,K70-K76,^K74
23,15,K70-K76,^K75
23,15,K70-K76,^K76
23,15,K86.8,^K868
23,15,K90,^K90
23,15,K91,^K91
23,15,N25.8,^N258
23,15,N18,^N18
23,15,N19,^N19
23,15,N28.9,^N289
23,15,N39.0,^N390
23,15,M32-M36,^M32
23,15,M32-M36,^M33
23,15,M32-M36,^M34
23,15,M32-M36,^M35
23,15,M32-M36,^M36
23,15,M05,^M05
23,15,M06,^M06
23,15,M08,^M08
23,15,M12.0,^M120
23,15,Q20-Q28,^Q20
23,15,Q20-Q28,^Q21
23,15,Q20-Q28,^Q22
23,15,Q20-Q28,^Q23
23,15,Q20-Q28,^Q24
23,15,Q20-Q28,^Q25
23,15,Q20-Q28,^Q26
23,15,Q20-Q28,^Q27
23,15,Q20-Q28,^Q28
23,15,P29.3,^P293
23,15,Q35,^Q35
23,15,Q36,^Q36
23,15,Q37,^Q37
23,15,Q40.0,^Q400
23,15,Q43.1,^Q431
23,15,Q90-Q99,^Q90
23,15,Q90-Q99,^Q91
23,15,Q90-Q99,^Q92
23,15,Q90-Q99,^Q93
23,15,Q90-Q99,^Q94
23,15,Q90-Q99,^Q95
23,15,Q90-Q99,^Q96
23,15,Q90-Q99,^Q97
23,15,Q90-Q99,^Q98
23,15,Q90-Q99,^Q99
23,15,Q86.0,^Q860
23,15,P04.3,^P043
23,15,P10,^P10
23,15,P11.0,^P110
23,15,P11.2,^P112
23,15,P11.9,^P119
23,15,P52,^P52
23,15,P27.1,^P271
23,15,P35-P39,^P35
23,15,P35-P39,^P36
23,15,P35-P39,^P37
23,15,P35-P39,^P38
23,15,P35-P39,^P39
23,15,P10,^P10
23,15,P52,^P52
23,15,S063-S068,^S63
23,15,S063-S068,^S64
23,15,S063-S068,^S65
23,15,S063-S068,^S66
23,15,S063-S068,^S67
23,15,S063-S068,^S68
23,15,T56.0,^T560
