Year,Sex,Age,Estimate
2017,Male,44,34075
2017,Female,44,35569
2018,Both,44,65630
2018,Male,44,32212
2018,Female,44,33418
1981,Both,45,58455
1981,Male,45,28503
1981,Female,45,29952
1982,Both,45,58404
1982,Male,45,28315
1982,Female,45,30089
1983,Both,45,58766
1983,Male,45,28934
1983,Female,45,29832
1984,Both,45,58523
1984,Male,45,28723
1984,Female,45,29800
1985,Both,45,57923
1985,Male,45,28344
1985,Female,45,29579
1986,Both,45,55332
1986,Male,45,27086
1986,Female,45,28246
1987,Both,45,57882
1987,Male,45,28471
1987,Female,45,29411
1988,Both,45,60999
1988,Male,45,30110
1988,Female,45,30889
1989,Both,45,61784
1989,Male,45,30723
1989,Female,45,31061
1990,Both,45,59363
1990,Male,45,29527
1990,Female,45,29836
1991,Both,45,61584
1991,Male,45,30680
1991,Female,45,30904
1992,Both,45,79480
1992,Male,45,39522
1992,Female,45,39958
1993,Both,45,72956
1993,Male,45,36238
1993,Female,45,36718
1994,Both,45,69932
1994,Male,45,34759
1994,Female,45,35173
1995,Both,45,67518
1995,Male,45,33606
1995,Female,45,33912
1996,Both,45,66613
1996,Male,45,33056
1996,Female,45,33557
1997,Both,45,64643
1997,Male,45,31969
1997,Female,45,32674
1998,Both,45,66702
1998,Male,45,33095
1998,Female,45,33607
1999,Both,45,68012
1999,Male,45,33633
1999,Female,45,34379
2000,Both,45,68316
2000,Male,45,33701
2000,Female,45,34615
2001,Both,45,70936
2001,Male,45,35049
2001,Female,45,35887
2002,Both,45,72737
2002,Male,45,35593
2002,Female,45,37144
2003,Both,45,74430
2003,Male,45,36252
2003,Female,45,38178
2004,Both,45,76082
2004,Male,45,37039
2004,Female,45,39043
2005,Both,45,76669
2005,Male,45,37570
2005,Female,45,39099
2006,Both,45,78990
2006,Male,45,38496
2006,Female,45,40494
2007,Both,45,80760
2007,Male,45,39684
2007,Female,45,41076
2008,Both,45,82431
2008,Male,45,39986
2008,Female,45,42445
2009,Both,45,82756
2009,Male,45,39944
2009,Female,45,42812
2010,Both,45,83506
2010,Male,45,40732
2010,Female,45,42774
2011,Both,45,80824
2011,Male,45,39324
2011,Female,45,41500
2012,Both,45,81161
2012,Male,45,39722
2012,Female,45,41439
2013,Both,45,80368
2013,Male,45,38813
2013,Female,45,41555
2014,Both,45,78763
2014,Male,45,38024
2014,Female,45,40739
2015,Both,45,75732
2015,Male,45,36546
2015,Female,45,39186
2016,Both,45,76789
2016,Male,45,36884
2016,Female,45,39905
2017,Both,45,73896
2017,Male,45,35749
2017,Female,45,38147
2018,Both,45,69643
2018,Male,45,34047
2018,Female,45,35596
1981,Both,46,57950
1981,Male,46,28312
1981,Female,46,29638
1982,Both,46,58137
1982,Male,46,28319
1982,Female,46,29818
1983,Both,46,58179
1983,Male,46,28239
1983,Female,46,29940
1984,Both,46,58625
1984,Male,46,28874
1984,Female,46,29751
1985,Both,46,58338
1985,Male,46,28610
1985,Female,46,29728
1986,Both,46,57679
1986,Male,46,28209
1986,Female,46,29470
1987,Both,46,55127
1987,Male,46,26997
1987,Female,46,28130
1988,Both,46,57571
1988,Male,46,28281
1988,Female,46,29290
1989,Both,46,60880
1989,Male,46,30021
1989,Female,46,30859
1990,Both,46,61693
1990,Male,46,30681
1990,Female,46,31012
1991,Both,46,59261
1991,Male,46,29464
1991,Female,46,29797
1992,Both,46,61526
1992,Male,46,30645
1992,Female,46,30881
1993,Both,46,79444
1993,Male,46,39509
1993,Female,46,39935
1994,Both,46,72933
1994,Male,46,36251
1994,Female,46,36682
1995,Both,46,69879
1995,Male,46,34767
1995,Female,46,35112
1996,Both,46,67381
1996,Male,46,33522
1996,Female,46,33859
1997,Both,46,66456
1997,Male,46,32941
1997,Female,46,33515
1998,Both,46,64578
1998,Male,46,31953
1998,Female,46,32625
1999,Both,46,66615
1999,Male,46,33032
1999,Female,46,33583
2000,Both,46,67913
2000,Male,46,33553
2000,Female,46,34360
2001,Both,46,68313
2001,Male,46,33712
2001,Female,46,34601
2002,Both,46,70886
2002,Male,46,35010
2002,Female,46,35876
2003,Both,46,72623
2003,Male,46,35539
2003,Female,46,37084
2004,Both,46,74331
2004,Male,46,36192
2004,Female,46,38139
2005,Both,46,76139
2005,Male,46,37049
2005,Female,46,39090
2006,Both,46,76580
2006,Male,46,37498
2006,Female,46,39082
2007,Both,46,79043
2007,Male,46,38536
2007,Female,46,40507
2008,Both,46,80786
2008,Male,46,39682
2008,Female,46,41104
2009,Both,46,82479
2009,Male,46,40045
2009,Female,46,42434
2010,Both,46,82743
2010,Male,46,39949
2010,Female,46,42794
2011,Both,46,83684
2011,Male,46,40854
2011,Female,46,42830
2012,Both,46,80555
2012,Male,46,39084
2012,Female,46,41471
2013,Both,46,81051
2013,Male,46,39642
2013,Female,46,41409
2014,Both,46,80294
2014,Male,46,38746
2014,Female,46,41548
2015,Both,46,78720
2015,Male,46,37963
2015,Female,46,40757
2016,Both,46,75703
2016,Male,46,36481
2016,Female,46,39222
2017,Both,46,76713
2017,Male,46,36792
2017,Female,46,39921
2018,Both,46,73805
2018,Male,46,35633
2018,Female,46,38172
1981,Both,47,57355
1981,Male,47,28173
1981,Female,47,29182
1982,Both,47,57642
1982,Male,47,28117
1982,Female,47,29525
1983,Both,47,57777
1983,Male,47,28126
1983,Female,47,29651
1984,Both,47,57918
1984,Male,47,28108
1984,Female,47,29810
1985,Both,47,58447
1985,Male,47,28751
1985,Female,47,29696
1986,Both,47,58052
1986,Male,47,28429
1986,Female,47,29623
1987,Both,47,57440
1987,Male,47,28056
1987,Female,47,29384
1988,Both,47,54822
1988,Male,47,26797
1988,Female,47,28025
1989,Both,47,57503
1989,Male,47,28219
1989,Female,47,29284
1990,Both,47,60701
1990,Male,47,29883
1990,Female,47,30818
1991,Both,47,61560
1991,Male,47,30572
1991,Female,47,30988
1992,Both,47,59170
1992,Male,47,29401
1992,Female,47,29769
1993,Both,47,61465
1993,Male,47,30630
1993,Female,47,30835
1994,Both,47,79396
1994,Male,47,39452
1994,Female,47,39944
1995,Both,47,72770
1995,Male,47,36182
1995,Female,47,36588
1996,Both,47,69717
1996,Male,47,34661
1996,Female,47,35056
1997,Both,47,67202
1997,Male,47,33390
1997,Female,47,33812
1998,Both,47,66340
1998,Male,47,32872
1998,Female,47,33468
1999,Both,47,64553
1999,Male,47,31972
1999,Female,47,32581
2000,Both,47,66560
2000,Male,47,33004
2000,Female,47,33556
2001,Both,47,67903
2001,Male,47,33537
2001,Female,47,34366
2002,Both,47,68270
2002,Male,47,33654
2002,Female,47,34616
2003,Both,47,70851
2003,Male,47,34984
2003,Female,47,35867
2004,Both,47,72683
2004,Male,47,35538
2004,Female,47,37145
2005,Both,47,74383
2005,Male,47,36242
2005,Female,47,38141
2006,Both,47,76141
2006,Male,47,37055
2006,Female,47,39086
2007,Both,47,76632
2007,Male,47,37544
2007,Female,47,39088
2008,Both,47,79082
2008,Male,47,38619
2008,Female,47,40463
2009,Both,47,80841
2009,Male,47,39702
2009,Female,47,41139
2010,Both,47,82506
2010,Male,47,40084
2010,Female,47,42422
2011,Both,47,82822
2011,Male,47,40034
2011,Female,47,42788
2012,Both,47,83530
2012,Male,47,40753
2012,Female,47,42777
2013,Both,47,80477
2013,Male,47,39065
2013,Female,47,41412
2014,Both,47,80936
2014,Male,47,39531
2014,Female,47,41405
2015,Both,47,80228
2015,Male,47,38692
2015,Female,47,41536
2016,Both,47,78786
2016,Male,47,37985
2016,Female,47,40801
2017,Both,47,75686
2017,Male,47,36424
2017,Female,47,39262
2018,Both,47,76696
2018,Male,47,36742
2018,Female,47,39954
1981,Both,48,57279
1981,Male,48,27904
1981,Female,48,29375
1982,Both,48,57019
1982,Male,48,27934
1982,Female,48,29085
1983,Both,48,57303
1983,Male,48,27908
1983,Female,48,29395
1984,Both,48,57500
1984,Male,48,27947
1984,Female,48,29553
1985,Both,48,57645
1985,Male,48,27972
1985,Female,48,29673
1986,Both,48,58078
1986,Male,48,28520
1986,Female,48,29558
1987,Both,48,57778
1987,Male,48,28275
1987,Female,48,29503
1988,Both,48,57115
1988,Male,48,27872
1988,Female,48,29243
1989,Both,48,54714
1989,Male,48,26703
1989,Female,48,28011
1990,Both,48,57316
1990,Male,48,28083
1990,Female,48,29233
1991,Both,48,60533
1991,Male,48,29755
1991,Female,48,30778
1992,Both,48,61414
1992,Male,48,30440
1992,Female,48,30974
1993,Both,48,59096
1993,Male,48,29328
1993,Female,48,29768
1994,Both,48,61433
1994,Male,48,30627
1994,Female,48,30806
1995,Both,48,79231
1995,Male,48,39354
1995,Female,48,39877
1996,Both,48,72547
1996,Male,48,36049
1996,Female,48,36498
1997,Both,48,69553
1997,Male,48,34585
1997,Female,48,34968
1998,Both,48,67171
1998,Male,48,33371
1998,Female,48,33800
1999,Both,48,66266
1999,Male,48,32814
1999,Female,48,33452
2000,Both,48,64443
2000,Male,48,31896
2000,Female,48,32547
2001,Both,48,66569
2001,Male,48,33003
2001,Female,48,33566
2002,Both,48,67799
2002,Male,48,33538
2002,Female,48,34261
2003,Both,48,68121
2003,Male,48,33537
2003,Female,48,34584
2004,Both,48,70875
2004,Male,48,34986
2004,Female,48,35889
2005,Both,48,72718
2005,Male,48,35564
2005,Female,48,37154
2006,Both,48,74319
2006,Male,48,36237
2006,Female,48,38082
2007,Both,48,76258
2007,Male,48,37150
2007,Female,48,39108
2008,Both,48,76661
2008,Male,48,37583
2008,Female,48,39078
2009,Both,48,79007
2009,Male,48,38606
2009,Female,48,40401
2010,Both,48,80779
2010,Male,48,39720
2010,Female,48,41059
2011,Both,48,82600
2011,Male,48,40211
2011,Female,48,42389
2012,Both,48,82628
2012,Male,48,39901
2012,Female,48,42727
2013,Both,48,83449
2013,Male,48,40697
2013,Female,48,42752
2014,Both,48,80366
2014,Male,48,38954
2014,Female,48,41412
2015,Both,48,80816
2015,Male,48,39457
2015,Female,48,41359
2016,Both,48,80211
2016,Male,48,38668
2016,Female,48,41543
2017,Both,48,78705
2017,Male,48,37924
2017,Female,48,40781
2018,Both,48,75548
2018,Male,48,36320
2018,Female,48,39228
1981,Both,49,59525
1981,Male,49,28817
1981,Female,49,30708
1982,Both,49,56894
1982,Male,49,27635
1982,Female,49,29259
1983,Both,49,56710
1983,Male,49,27769
1983,Female,49,28941
1984,Both,49,57001
1984,Male,49,27714
1984,Female,49,29287
1985,Both,49,57273
1985,Male,49,27817
1985,Female,49,29456
1986,Both,49,57339
1986,Male,49,27823
1986,Female,49,29516
1987,Both,49,57772
1987,Male,49,28328
1987,Female,49,29444
1988,Both,49,57480
1988,Male,49,28086
1988,Female,49,29394
1989,Both,49,57014
1989,Male,49,27808
1989,Female,49,29206
1990,Both,49,54540
1990,Male,49,26571
1990,Female,49,27969
1991,Both,49,57098
1991,Male,49,27949
1991,Female,49,29149
1992,Both,49,60388
1992,Male,49,29679
1992,Female,49,30709
1993,Both,49,61371
1993,Male,49,30419
1993,Female,49,30952
1994,Both,49,59069
1994,Male,49,29270
1994,Female,49,29799
1995,Both,49,61334
1995,Male,49,30548
1995,Female,49,30786
1996,Both,49,78915
1996,Male,49,39178
1996,Female,49,39737
1997,Both,49,72293
1997,Male,49,35909
1997,Female,49,36384
1998,Both,49,69407
1998,Male,49,34519
1998,Female,49,34888
1999,Both,49,67120
1999,Male,49,33341
1999,Female,49,33779
2000,Both,49,66124
2000,Male,49,32735
2000,Female,49,33389
2001,Both,49,64487
2001,Male,49,31924
2001,Female,49,32563
2002,Both,49,66504
2002,Male,49,32952
2002,Female,49,33552
2003,Both,49,67607
2003,Male,49,33410
2003,Female,49,34197
2004,Both,49,68111
2004,Male,49,33510
2004,Female,49,34601
2005,Both,49,70955
2005,Male,49,35003
2005,Female,49,35952
2006,Both,49,72683
2006,Male,49,35603
2006,Female,49,37080
2007,Both,49,74354
2007,Male,49,36281
2007,Female,49,38073
2008,Both,49,76249
2008,Male,49,37161
2008,Female,49,39088
2009,Both,49,76523
2009,Male,49,37547
2009,Female,49,38976
2010,Both,49,78922
2010,Male,49,38576
2010,Female,49,40346
2011,Both,49,80839
2011,Male,49,39785
2011,Female,49,41054
2012,Both,49,82392
2012,Male,49,40079
2012,Female,49,42313
2013,Both,49,82472
2013,Male,49,39830
2013,Female,49,42642
2014,Both,49,83319
2014,Male,49,40603
2014,Female,49,42716
2015,Both,49,80322
2015,Male,49,38907
2015,Female,49,41415
2016,Both,49,80762
2016,Male,49,39404
2016,Female,49,41358
2017,Both,49,80070
2017,Male,49,38571
2017,Female,49,41499
2018,Both,49,78595
2018,Male,49,37819
2018,Female,49,40776
1981,Both,50,59467
1981,Male,50,28804
1981,Female,50,30663
1982,Both,50,59093
1982,Male,50,28561
1982,Female,50,30532
1983,Both,50,56483
1983,Male,50,27388
1983,Female,50,29095
1984,Both,50,56403
1984,Male,50,27593
1984,Female,50,28810
1985,Both,50,56695
1985,Male,50,27530
1985,Female,50,29165
1986,Both,50,56917
1986,Male,50,27606
1986,Female,50,29311
1987,Both,50,57036
1987,Male,50,27642
1987,Female,50,29394
1988,Both,50,57419
1988,Male,50,28110
1988,Female,50,29309
1989,Both,50,57310
1989,Male,50,27956
1989,Female,50,29354
1990,Both,50,56880
1990,Male,50,27713
1990,Female,50,29167
1991,Both,50,54280
1991,Male,50,26423
1991,Female,50,27857
1992,Both,50,56944
1992,Male,50,27825
1992,Female,50,29119
1993,Both,50,60281
1993,Male,50,29593
1993,Female,50,30688
1994,Both,50,61286
1994,Male,50,30352
1994,Female,50,30934
1995,Both,50,58942
1995,Male,50,29207
1995,Female,50,29735
1996,Both,50,61126
1996,Male,50,30411
1996,Female,50,30715
1997,Both,50,78667
1997,Male,50,39050
1997,Female,50,39617
1998,Both,50,72080
1998,Male,50,35806
1998,Female,50,36274
1999,Both,50,69278
1999,Male,50,34452
1999,Female,50,34826
2000,Both,50,66981
2000,Male,50,33267
2000,Female,50,33714
2001,Both,50,65995
2001,Male,50,32664
2001,Female,50,33331
2002,Both,50,64413
2002,Male,50,31867
2002,Female,50,32546
2003,Both,50,66391
2003,Male,50,32857
2003,Female,50,33534
2004,Both,50,67612
2004,Male,50,33380
2004,Female,50,34232
2005,Both,50,68076
2005,Male,50,33483
2005,Female,50,34593
2006,Both,50,70796
2006,Male,50,34872
2006,Female,50,35924
2007,Both,50,72727
2007,Male,50,35624
2007,Female,50,37103
2008,Both,50,74349
2008,Male,50,36276
2008,Female,50,38073
2009,Both,50,76162
2009,Male,50,37136
2009,Female,50,39026
2010,Both,50,76368
2010,Male,50,37474
2010,Female,50,38894
2011,Both,50,78927
2011,Male,50,38604
2011,Female,50,40323
2012,Both,50,80554
2012,Male,50,39564
2012,Female,50,40990
2013,Both,50,82200
2013,Male,50,39961
2013,Female,50,42239
2014,Both,50,82322
2014,Male,50,39739
2014,Female,50,42583
2015,Both,50,83200
2015,Male,50,40490
2015,Female,50,42710
2016,Both,50,80186
2016,Male,50,38795
2016,Female,50,41391
2017,Both,50,80731
2017,Male,50,39371
2017,Female,50,41360
2018,Both,50,79961
2018,Male,50,38490
2018,Female,50,41471
1981,Both,51,59515
1981,Male,51,28552
1981,Female,51,30963
1982,Both,51,59068
1982,Male,51,28569
1982,Female,51,30499
1983,Both,51,58659
1983,Male,51,28304
1983,Female,51,30355
1984,Both,51,56147
1984,Male,51,27196
1984,Female,51,28951
1985,Both,51,56111
1985,Male,51,27433
1985,Female,51,28678
1986,Both,51,56329
1986,Male,51,27320
1986,Female,51,29009
1987,Both,51,56593
1987,Male,51,27420
1987,Female,51,29173
1988,Both,51,56702
1988,Male,51,27454
1988,Female,51,29248
1989,Both,51,57215
1989,Male,51,27962
1989,Female,51,29253
1990,Both,51,57142
1990,Male,51,27840
1990,Female,51,29302
1991,Both,51,56627
1991,Male,51,27567
1991,Female,51,29060
1992,Both,51,54143
1992,Male,51,26350
1992,Female,51,27793
1993,Both,51,56827
1993,Male,51,27734
1993,Female,51,29093
1994,Both,51,60222
1994,Male,51,29538
1994,Female,51,30684
1995,Both,51,61115
1995,Male,51,30257
1995,Female,51,30858
1996,Both,51,58774
1996,Male,51,29104
1996,Female,51,29670
1997,Both,51,60945
1997,Male,51,30328
1997,Female,51,30617
1998,Both,51,78422
1998,Male,51,38899
1998,Female,51,39523
1999,Both,51,71793
1999,Male,51,35629
1999,Female,51,36164
2000,Both,51,69101
2000,Male,51,34357
2000,Female,51,34744
2001,Both,51,66838
2001,Male,51,33168
2001,Female,51,33670
2002,Both,51,65950
2002,Male,51,32616
2002,Female,51,33334
2003,Both,51,64289
2003,Male,51,31742
2003,Female,51,32547
2004,Both,51,66441
2004,Male,51,32815
2004,Female,51,33626
2005,Both,51,67593
2005,Male,51,33342
2005,Female,51,34251
2006,Both,51,67999
2006,Male,51,33402
2006,Female,51,34597
2007,Both,51,70849
2007,Male,51,34874
2007,Female,51,35975
2008,Both,51,72633
2008,Male,51,35598
2008,Female,51,37035
2009,Both,51,74262
2009,Male,51,36251
2009,Female,51,38011
2010,Both,51,76062
2010,Male,51,37091
2010,Female,51,38971
2011,Both,51,76317
2011,Male,51,37508
2011,Female,51,38809
2012,Both,51,78783
2012,Male,51,38537
2012,Female,51,40246
2013,Both,51,80377
2013,Male,51,39487
2013,Female,51,40890
2014,Both,51,82095
2014,Male,51,39886
2014,Female,51,42209
2015,Both,51,82142
2015,Male,51,39635
2015,Female,51,42507
2016,Both,51,83067
2016,Male,51,40421
2016,Female,51,42646
2017,Both,51,80065
2017,Male,51,38735
2017,Female,51,41330
2018,Both,51,80572
2018,Male,51,39277
2018,Female,51,41295
1981,Both,52,58999
1981,Male,52,28386
1981,Female,52,30613
1982,Both,52,59047
1982,Male,52,28281
1982,Female,52,30766
1983,Both,52,58654
1983,Male,52,28315
1983,Female,52,30339
1984,Both,52,58250
1984,Male,52,28088
1984,Female,52,30162
1985,Both,52,55823
1985,Male,52,27005
1985,Female,52,28818
1986,Both,52,55696
1986,Male,52,27174
1986,Female,52,28522
1987,Both,52,55996
1987,Male,52,27128
1987,Female,52,28868
1988,Both,52,56263
1988,Male,52,27233
1988,Female,52,29030
1989,Both,52,56529
1989,Male,52,27314
1989,Female,52,29215
1990,Both,52,57043
1990,Male,52,27839
1990,Female,52,29204
1991,Both,52,56902
1991,Male,52,27694
1991,Female,52,29208
1992,Both,52,56428
1992,Male,52,27444
1992,Female,52,28984
1993,Both,52,54026
1993,Male,52,26264
1993,Female,52,27762
1994,Both,52,56679
1994,Male,52,27654
1994,Female,52,29025
1995,Both,52,60038
1995,Male,52,29431
1995,Female,52,30607
1996,Both,52,60863
1996,Male,52,30096
1996,Female,52,30767
1997,Both,52,58570
1997,Male,52,28954
1997,Female,52,29616
1998,Both,52,60766
1998,Male,52,30220
1998,Female,52,30546
1999,Both,52,78139
1999,Male,52,38724
1999,Female,52,39415
2000,Both,52,71611
2000,Male,52,35518
2000,Female,52,36093
2001,Both,52,68922
2001,Male,52,34264
2001,Female,52,34658
2002,Both,52,66673
2002,Male,52,33062
2002,Female,52,33611
2003,Both,52,65764
2003,Male,52,32471
2003,Female,52,33293
2004,Both,52,64226
2004,Male,52,31690
2004,Female,52,32536
2005,Both,52,66389
2005,Male,52,32786
2005,Female,52,33603
2006,Both,52,67418
2006,Male,52,33216
2006,Female,52,34202
2007,Both,52,67966
2007,Male,52,33398
2007,Female,52,34568
2008,Both,52,70695
2008,Male,52,34761
2008,Female,52,35934
2009,Both,52,72502
2009,Male,52,35556
2009,Female,52,36946
2010,Both,52,74125
2010,Male,52,36160
2010,Female,52,37965
2011,Both,52,75902
2011,Male,52,37006
2011,Female,52,38896
2012,Both,52,76036
2012,Male,52,37355
2012,Female,52,38681
2013,Both,52,78546
2013,Male,52,38383
2013,Female,52,40163
2014,Both,52,80196
2014,Male,52,39347
2014,Female,52,40849
2015,Both,52,81807
2015,Male,52,39711
2015,Female,52,42096
2016,Both,52,81988
2016,Male,52,39547
2016,Female,52,42441
2017,Both,52,82909
2017,Male,52,40329
2017,Female,52,42580
2018,Both,52,79878
2018,Male,52,38616
2018,Female,52,41262
1981,Both,53,58128
1981,Male,53,28082
1981,Female,53,30046
1982,Both,53,58469
1982,Male,53,28069
1982,Female,53,30400
1983,Both,53,58506
1983,Male,53,27954
1983,Female,53,30552
1984,Both,53,58248
1984,Male,53,28068
1984,Female,53,30180
1985,Both,53,57828
1985,Male,53,27849
1985,Female,53,29979
1986,Both,53,55375
1986,Male,53,26737
1986,Female,53,28638
1987,Both,53,55261
1987,Male,53,26907
1987,Female,53,28354
1988,Both,53,55627
1988,Male,53,26883
1988,Female,53,28744
1989,Both,53,56064
1989,Male,53,27111
1989,Female,53,28953
1990,Both,53,56281
1990,Male,53,27160
1990,Female,53,29121
1991,Both,53,56741
1991,Male,53,27648
1991,Female,53,29093
1992,Both,53,56682
1992,Male,53,27549
1992,Female,53,29133
1993,Both,53,56236
1993,Male,53,27334
1993,Female,53,28902
1994,Both,53,53800
1994,Male,53,26134
1994,Female,53,27666
1995,Both,53,56427
1995,Male,53,27497
1995,Female,53,28930
1996,Both,53,59733
1996,Male,53,29228
1996,Female,53,30505
1997,Both,53,60583
1997,Male,53,29916
1997,Female,53,30667
1998,Both,53,58430
1998,Male,53,28836
1998,Female,53,29594
1999,Both,53,60559
1999,Male,53,30051
1999,Female,53,30508
2000,Both,53,77828
2000,Male,53,38512
2000,Female,53,39316
2001,Both,53,71437
2001,Male,53,35413
2001,Female,53,36024
2002,Both,53,68765
2002,Male,53,34175
2002,Female,53,34590
2003,Both,53,66472
2003,Male,53,32922
2003,Female,53,33550
2004,Both,53,65699
2004,Male,53,32420
2004,Female,53,33279
2005,Both,53,64201
2005,Male,53,31638
2005,Female,53,32563
2006,Both,53,66287
2006,Male,53,32691
2006,Female,53,33596
2007,Both,53,67344
2007,Male,53,33161
2007,Female,53,34183
2008,Both,53,67857
2008,Male,53,33308
2008,Female,53,34549
2009,Both,53,70536
2009,Male,53,34681
2009,Female,53,35855
2010,Both,53,72298
2010,Male,53,35456
2010,Female,53,36842
2011,Both,53,74011
2011,Male,53,36150
2011,Female,53,37861
2012,Both,53,75658
2012,Male,53,36861
2012,Female,53,38797
2013,Both,53,75940
2013,Male,53,37310
2013,Female,53,38630
2014,Both,53,78292
2014,Male,53,38250
2014,Female,53,40042
2015,Both,53,79957
2015,Male,53,39209
2015,Female,53,40748
2016,Both,53,81648
2016,Male,53,39588
2016,Female,53,42060
2017,Both,53,81817
2017,Male,53,39441
2017,Female,53,42376
2018,Both,53,82671
2018,Male,53,40178
2018,Female,53,42493
1981,Both,54,58560
1981,Male,54,28114
1981,Female,54,30446
1982,Both,54,57597
1982,Male,54,27759
1982,Female,54,29838
1983,Both,54,57934
1983,Male,54,27754
1983,Female,54,30180
1984,Both,54,58029
1984,Male,54,27662
1984,Female,54,30367
1985,Both,54,57868
1985,Male,54,27837
1985,Female,54,30031
1986,Both,54,57308
1986,Male,54,27533
1986,Female,54,29775
1987,Both,54,54943
1987,Male,54,26467
1987,Female,54,28476
1988,Both,54,54853
1988,Male,54,26633
1988,Female,54,28220
1989,Both,54,55445
1989,Male,54,26743
1989,Female,54,28702
1990,Both,54,55787
1990,Male,54,26960
1990,Female,54,28827
1991,Both,54,55934
1991,Male,54,26976
1991,Female,54,28958
1992,Both,54,56510
1992,Male,54,27517
1992,Female,54,28993
1993,Both,54,56456
1993,Male,54,27413
1993,Female,54,29043
1994,Both,54,56016
1994,Male,54,27208
1994,Female,54,28808
1995,Both,54,53576
1995,Male,54,25969
1995,Female,54,27607
1996,Both,54,56111
1996,Male,54,27352
1996,Female,54,28759
1997,Both,54,59447
1997,Male,54,29046
1997,Female,54,30401
1998,Both,54,60390
1998,Male,54,29786
1998,Female,54,30604
1999,Both,54,58228
1999,Male,54,28706
1999,Female,54,29522
2000,Both,54,60342
2000,Male,54,29925
2000,Female,54,30417
2001,Both,54,77691
2001,Male,54,38429
2001,Female,54,39262
2002,Both,54,71213
2002,Male,54,35259
2002,Female,54,35954
2003,Both,54,68630
2003,Male,54,34055
2003,Female,54,34575
2004,Both,54,66406
2004,Male,54,32862
2004,Female,54,33544
2005,Both,54,65600
2005,Male,54,32307
2005,Female,54,33293
2006,Both,54,64083
2006,Male,54,31533
2006,Female,54,32550
2007,Both,54,66152
2007,Male,54,32579
2007,Female,54,33573
2008,Both,54,67192
2008,Male,54,33066
2008,Female,54,34126
2009,Both,54,67664
2009,Male,54,33178
2009,Female,54,34486
2010,Both,54,70251
2010,Male,54,34539
2010,Female,54,35712
2011,Both,54,72160
2011,Male,54,35429
2011,Female,54,36731
2012,Both,54,73676
2012,Male,54,35929
2012,Female,54,37747
2013,Both,54,75373
2013,Male,54,36720
2013,Female,54,38653
2014,Both,54,75730
2014,Male,54,37197
2014,Female,54,38533
2015,Both,54,78187
2015,Male,54,38177
2015,Female,54,40010
2016,Both,54,79802
2016,Male,54,39078
2016,Female,54,40724
2017,Both,54,81527
2017,Male,54,39502
2017,Female,54,42025
2018,Both,54,81605
2018,Male,54,39308
2018,Female,54,42297
1981,Both,55,59963
1981,Male,55,28780
1981,Female,55,31183
1982,Both,55,57989
1982,Male,55,27759
1982,Female,55,30230
1983,Both,55,57004
1983,Male,55,27367
1983,Female,55,29637
1984,Both,55,57456
1984,Male,55,27474
1984,Female,55,29982
1985,Both,55,57541
1985,Male,55,27370
1985,Female,55,30171
1986,Both,55,57376
1986,Male,55,27516
1986,Female,55,29860
1987,Both,55,56797
1987,Male,55,27225
1987,Female,55,29572
1988,Both,55,54478
1988,Male,55,26210
1988,Female,55,28268
1989,Both,55,54605
1989,Male,55,26430
1989,Female,55,28175
1990,Both,55,55137
1990,Male,55,26561
1990,Female,55,28576
1991,Both,55,55472
1991,Male,55,26787
1991,Female,55,28685
1992,Both,55,55648
1992,Male,55,26789
1992,Female,55,28859
1993,Both,55,56266
1993,Male,55,27372
1993,Female,55,28894
1994,Both,55,56183
1994,Male,55,27236
1994,Female,55,28947
1995,Both,55,55759
1995,Male,55,27055
1995,Female,55,28704
1996,Both,55,53329
1996,Male,55,25788
1996,Female,55,27541
1997,Both,55,55793
1997,Male,55,27174
1997,Female,55,28619
1998,Both,55,59219
1998,Male,55,28919
1998,Female,55,30300
1999,Both,55,60176
1999,Male,55,29679
1999,Female,55,30497
2000,Both,55,58028
2000,Male,55,28594
2000,Female,55,29434
2001,Both,55,60177
2001,Male,55,29821
2001,Female,55,30356
2002,Both,55,77467
2002,Male,55,38258
2002,Female,55,39209
2003,Both,55,71005
2003,Male,55,35115
2003,Female,55,35890
2004,Both,55,68521
2004,Male,55,33901
2004,Female,55,34620
2005,Both,55,66259
2005,Male,55,32786
2005,Female,55,33473
2006,Both,55,65425
2006,Male,55,32182
2006,Female,55,33243
2007,Both,55,63984
2007,Male,55,31431
2007,Female,55,32553
2008,Both,55,65974
2008,Male,55,32467
2008,Female,55,33507
2009,Both,55,66974
2009,Male,55,32955
2009,Female,55,34019
2010,Both,55,67348
2010,Male,55,32951
2010,Female,55,34397
2011,Both,55,70059
2011,Male,55,34422
2011,Female,55,35637
2012,Both,55,71825
2012,Male,55,35194
2012,Female,55,36631
2013,Both,55,73387
2013,Male,55,35735
2013,Female,55,37652
2014,Both,55,75220
2014,Male,55,36582
2014,Female,55,38638
2015,Both,55,75506
2015,Male,55,37015
2015,Female,55,38491
2016,Both,55,77970
2016,Male,55,38031
2016,Female,55,39939
2017,Both,55,79580
2017,Male,55,38909
2017,Female,55,40671
2018,Both,55,81321
2018,Male,55,39354
2018,Female,55,41967
1981,Both,56,58221
1981,Male,56,27977
1981,Female,56,30244
1982,Both,56,59296
1982,Male,56,28381
1982,Female,56,30915
1983,Both,56,57320
1983,Male,56,27362
1983,Female,56,29958
1984,Both,56,56379
1984,Male,56,26984
1984,Female,56,29395
