Year,Sex,Age,Estimate
1983,Female,80,15328
1984,Both,80,23254
1984,Male,80,7474
1984,Female,80,15780
1985,Both,80,23608
1985,Male,80,7679
1985,Female,80,15929
1986,Both,80,24106
1986,Male,80,7820
1986,Female,80,16286
1987,Both,80,23867
1987,Male,80,7934
1987,Female,80,15933
1988,Both,80,24938
1988,Male,80,8268
1988,Female,80,16670
1989,Both,80,25294
1989,Male,80,8540
1989,Female,80,16754
1990,Both,80,25405
1990,Male,80,8660
1990,Female,80,16745
1991,Both,80,25133
1991,Male,80,8590
1991,Female,80,16543
1992,Both,80,24989
1992,Male,80,8729
1992,Female,80,16260
1993,Both,80,25508
1993,Male,80,8984
1993,Female,80,16524
1994,Both,80,25634
1994,Male,80,8836
1994,Female,80,16798
1995,Both,80,25540
1995,Male,80,8910
1995,Female,80,16630
1996,Both,80,23788
1996,Male,80,8281
1996,Female,80,15507
1997,Both,80,21849
1997,Male,80,7800
1997,Female,80,14049
1998,Both,80,20436
1998,Male,80,7179
1998,Female,80,13257
1999,Both,80,21384
1999,Male,80,7590
1999,Female,80,13794
2000,Both,80,30343
2000,Male,80,11046
2000,Female,80,19297
2001,Both,80,28915
2001,Male,80,10662
2001,Female,80,18253
2002,Both,80,28097
2002,Male,80,10496
2002,Female,80,17601
2003,Both,80,26495
2003,Male,80,9843
2003,Female,80,16652
2004,Both,80,27590
2004,Male,80,10556
2004,Female,80,17034
2005,Both,80,27352
2005,Male,80,10571
2005,Female,80,16781
2006,Both,80,28315
2006,Male,80,11005
2006,Female,80,17310
2007,Both,80,27614
2007,Male,80,10938
2007,Female,80,16676
2008,Both,80,27511
2008,Male,80,10943
2008,Female,80,16568
2009,Both,80,28858
2009,Male,80,11590
2009,Female,80,17268
2010,Both,80,29244
2010,Male,80,11684
2010,Female,80,17560
2011,Both,80,30248
2011,Male,80,12446
2011,Female,80,17802
2012,Both,80,30892
2012,Male,80,12704
2012,Female,80,18188
2013,Both,80,29821
2013,Male,80,12504
2013,Female,80,17317
2014,Both,80,30565
2014,Male,80,12867
2014,Female,80,17698
2015,Both,80,31477
2015,Male,80,13378
2015,Female,80,18099
2016,Both,80,31999
2016,Male,80,13546
2016,Female,80,18453
2017,Both,80,32213
2017,Male,80,13590
2017,Female,80,18623
2018,Both,80,32934
2018,Male,80,14285
2018,Female,80,18649
1981,Both,81,19381
1981,Male,81,5731
1981,Female,81,13650
1982,Both,81,19682
1982,Male,81,5885
1982,Female,81,13797
1983,Both,81,19909
1983,Male,81,6128
1983,Female,81,13781
1984,Both,81,20556
1984,Male,81,6347
1984,Female,81,14209
1985,Both,81,21144
1985,Male,81,6583
1985,Female,81,14561
1986,Both,81,21367
1986,Male,81,6716
1986,Female,81,14651
1987,Both,81,22051
1987,Male,81,6911
1987,Female,81,15140
1988,Both,81,21810
1988,Male,81,7031
1988,Female,81,14779
1989,Both,81,22810
1989,Male,81,7368
1989,Female,81,15442
1990,Both,81,23030
1990,Male,81,7541
1990,Female,81,15489
1991,Both,81,23265
1991,Male,81,7696
1991,Female,81,15569
1992,Both,81,23058
1992,Male,81,7667
1992,Female,81,15391
1993,Both,81,22846
1993,Male,81,7755
1993,Female,81,15091
1994,Both,81,23338
1994,Male,81,8043
1994,Female,81,15295
1995,Both,81,23643
1995,Male,81,7957
1995,Female,81,15686
1996,Both,81,23465
1996,Male,81,7978
1996,Female,81,15487
1997,Both,81,21868
1997,Male,81,7403
1997,Female,81,14465
1998,Both,81,20136
1998,Male,81,7004
1998,Female,81,13132
1999,Both,81,18807
1999,Male,81,6457
1999,Female,81,12350
2000,Both,81,19755
2000,Male,81,6870
2000,Female,81,12885
2001,Both,81,28189
2001,Male,81,10060
2001,Female,81,18129
2002,Both,81,26915
2002,Male,81,9711
2002,Female,81,17204
2003,Both,81,26005
2003,Male,81,9515
2003,Female,81,16490
2004,Both,81,24566
2004,Male,81,8934
2004,Female,81,15632
2005,Both,81,25675
2005,Male,81,9661
2005,Female,81,16014
2006,Both,81,25442
2006,Male,81,9713
2006,Female,81,15729
2007,Both,81,26341
2007,Male,81,10087
2007,Female,81,16254
2008,Both,81,25814
2008,Male,81,10070
2008,Female,81,15744
2009,Both,81,25702
2009,Male,81,10050
2009,Female,81,15652
2010,Both,81,27067
2010,Male,81,10750
2010,Female,81,16317
2011,Both,81,27468
2011,Male,81,10829
2011,Female,81,16639
2012,Both,81,28438
2012,Male,81,11587
2012,Female,81,16851
2013,Both,81,28973
2013,Male,81,11799
2013,Female,81,17174
2014,Both,81,28208
2014,Male,81,11713
2014,Female,81,16495
2015,Both,81,28857
2015,Male,81,11995
2015,Female,81,16862
2016,Both,81,29683
2016,Male,81,12469
2016,Female,81,17214
2017,Both,81,30161
2017,Male,81,12630
2017,Female,81,17531
2018,Both,81,30268
2018,Male,81,12610
2018,Female,81,17658
1981,Both,82,15848
1981,Male,82,4499
1981,Female,82,11349
1982,Both,82,17295
1982,Male,82,4915
1982,Female,82,12380
1983,Both,82,17656
1983,Male,82,5100
1983,Female,82,12556
1984,Both,82,17954
1984,Male,82,5340
1984,Female,82,12614
1985,Both,82,18555
1985,Male,82,5533
1985,Female,82,13022
1986,Both,82,19010
1986,Male,82,5709
1986,Female,82,13301
1987,Both,82,19387
1987,Male,82,5870
1987,Female,82,13517
1988,Both,82,19997
1988,Male,82,6035
1988,Female,82,13962
1989,Both,82,19748
1989,Male,82,6158
1989,Female,82,13590
1990,Both,82,20474
1990,Male,82,6409
1990,Female,82,14065
1991,Both,82,20895
1991,Male,82,6601
1991,Female,82,14294
1992,Both,82,21228
1992,Male,82,6785
1992,Female,82,14443
1993,Both,82,20908
1993,Male,82,6746
1993,Female,82,14162
1994,Both,82,20780
1994,Male,82,6799
1994,Female,82,13981
1995,Both,82,21372
1995,Male,82,7176
1995,Female,82,14196
1996,Both,82,21584
1996,Male,82,7056
1996,Female,82,14528
1997,Both,82,21429
1997,Male,82,7075
1997,Female,82,14354
1998,Both,82,20037
1998,Male,82,6584
1998,Female,82,13453
1999,Both,82,18466
1999,Male,82,6306
1999,Female,82,12160
2000,Both,82,17184
2000,Male,82,5769
2000,Female,82,11415
2001,Both,82,18306
2001,Male,82,6242
2001,Female,82,12064
2002,Both,82,26037
2002,Male,82,9138
2002,Female,82,16899
2003,Both,82,24817
2003,Male,82,8775
2003,Female,82,16042
2004,Both,82,23957
2004,Male,82,8566
2004,Female,82,15391
2005,Both,82,22657
2005,Male,82,8075
2005,Female,82,14582
2006,Both,82,23748
2006,Male,82,8777
2006,Female,82,14971
2007,Both,82,23587
2007,Male,82,8877
2007,Female,82,14710
2008,Both,82,24440
2008,Male,82,9206
2008,Female,82,15234
2009,Both,82,24028
2009,Male,82,9273
2009,Female,82,14755
2010,Both,82,23986
2010,Male,82,9237
2010,Female,82,14749
2011,Both,82,25190
2011,Male,82,9906
2011,Female,82,15284
2012,Both,82,25624
2012,Male,82,9980
2012,Female,82,15644
2013,Both,82,26488
2013,Male,82,10676
2013,Female,82,15812
2014,Both,82,27181
2014,Male,82,10949
2014,Female,82,16232
2015,Both,82,26397
2015,Male,82,10877
2015,Female,82,15520
2016,Both,82,27085
2016,Male,82,11120
2016,Female,82,15965
2017,Both,82,27831
2017,Male,82,11576
2017,Female,82,16255
2018,Both,82,28137
2018,Male,82,11644
2018,Female,82,16493
1981,Both,83,13647
1981,Male,83,3633
1981,Female,83,10014
1982,Both,83,13930
1982,Male,83,3786
1982,Female,83,10144
1983,Both,83,15411
1983,Male,83,4194
1983,Female,83,11217
1984,Both,83,15793
1984,Male,83,4376
1984,Female,83,11417
1985,Both,83,16069
1985,Male,83,4632
1985,Female,83,11437
1986,Both,83,16531
1986,Male,83,4754
1986,Female,83,11777
1987,Both,83,17137
1987,Male,83,4979
1987,Female,83,12158
1988,Both,83,17383
1988,Male,83,5065
1988,Female,83,12318
1989,Both,83,17926
1989,Male,83,5204
1989,Female,83,12722
1990,Both,83,17566
1990,Male,83,5253
1990,Female,83,12313
1991,Both,83,18401
1991,Male,83,5592
1991,Female,83,12809
1992,Both,83,18788
1992,Male,83,5687
1992,Female,83,13101
1993,Both,83,19147
1993,Male,83,5934
1993,Female,83,13213
1994,Both,83,18820
1994,Male,83,5863
1994,Female,83,12957
1995,Both,83,18844
1995,Male,83,5961
1995,Female,83,12883
1996,Both,83,19276
1996,Male,83,6254
1996,Female,83,13022
1997,Both,83,19542
1997,Male,83,6193
1997,Female,83,13349
1998,Both,83,19526
1998,Male,83,6261
1998,Female,83,13265
1999,Both,83,18169
1999,Male,83,5771
1999,Female,83,12398
2000,Both,83,16777
2000,Male,83,5588
2000,Female,83,11189
2001,Both,83,15594
2001,Male,83,5104
2001,Female,83,10490
2002,Both,83,16739
2002,Male,83,5602
2002,Female,83,11137
2003,Both,83,23765
2003,Male,83,8142
2003,Female,83,15623
2004,Both,83,22751
2004,Male,83,7881
2004,Female,83,14870
2005,Both,83,21908
2005,Male,83,7710
2005,Female,83,14198
2006,Both,83,20769
2006,Male,83,7250
2006,Female,83,13519
2007,Both,83,21746
2007,Male,83,7930
2007,Female,83,13816
2008,Both,83,21635
2008,Male,83,7985
2008,Female,83,13650
2009,Both,83,22505
2009,Male,83,8345
2009,Female,83,14160
2010,Both,83,22249
2010,Male,83,8483
2010,Female,83,13766
2011,Both,83,22178
2011,Male,83,8414
2011,Female,83,13764
2012,Both,83,23306
2012,Male,83,9045
2012,Female,83,14261
2013,Both,83,23753
2013,Male,83,9154
2013,Female,83,14599
2014,Both,83,24593
2014,Male,83,9748
2014,Female,83,14845
2015,Both,83,25116
2015,Male,83,10003
2015,Female,83,15113
2016,Both,83,24519
2016,Male,83,9975
2016,Female,83,14544
2017,Both,83,25138
2017,Male,83,10156
2017,Female,83,14982
2018,Both,83,25872
2018,Male,83,10622
2018,Female,83,15250
1981,Both,84,11778
1981,Male,84,3019
1981,Female,84,8759
1982,Both,84,11934
1982,Male,84,3029
1982,Female,84,8905
1983,Both,84,12186
1983,Male,84,3157
1983,Female,84,9029
1984,Both,84,13640
1984,Male,84,3553
1984,Female,84,10087
1985,Both,84,14023
1985,Male,84,3734
1985,Female,84,10289
1986,Both,84,14141
1986,Male,84,3897
1986,Female,84,10244
1987,Both,84,14749
1987,Male,84,4068
1987,Female,84,10681
1988,Both,84,15208
1988,Male,84,4258
1988,Female,84,10950
1989,Both,84,15502
1989,Male,84,4359
1989,Female,84,11143
1990,Both,84,15851
1990,Male,84,4425
1990,Female,84,11426
1991,Both,84,15572
1991,Male,84,4496
1991,Female,84,11076
1992,Both,84,16404
1992,Male,84,4801
1992,Female,84,11603
1993,Both,84,16857
1993,Male,84,4920
1993,Female,84,11937
1994,Both,84,17025
1994,Male,84,5045
1994,Female,84,11980
1995,Both,84,16856
1995,Male,84,5106
1995,Female,84,11750
1996,Both,84,16862
1996,Male,84,5172
1996,Female,84,11690
1997,Both,84,17305
1997,Male,84,5437
1997,Female,84,11868
1998,Both,84,17679
1998,Male,84,5458
1998,Female,84,12221
1999,Both,84,17526
1999,Male,84,5433
1999,Female,84,12093
2000,Both,84,16376
2000,Male,84,5021
2000,Female,84,11355
2001,Both,84,15125
2001,Male,84,4905
2001,Female,84,10220
2002,Both,84,14158
2002,Male,84,4515
2002,Female,84,9643
2003,Both,84,15129
2003,Male,84,4931
2003,Female,84,10198
2004,Both,84,21552
2004,Male,84,7217
2004,Female,84,14335
2005,Both,84,20664
2005,Male,84,6987
2005,Female,84,13677
2006,Both,84,19906
2006,Male,84,6873
2006,Female,84,13033
2007,Both,84,18963
2007,Male,84,6509
2007,Female,84,12454
2008,Both,84,19816
2008,Male,84,7114
2008,Female,84,12702
2009,Both,84,19745
2009,Male,84,7185
2009,Female,84,12560
2010,Both,84,20590
2010,Male,84,7501
2010,Female,84,13089
2011,Both,84,20312
2011,Male,84,7587
2011,Female,84,12725
2012,Both,84,20367
2012,Male,84,7598
2012,Female,84,12769
2013,Both,84,21290
2013,Male,84,8123
2013,Female,84,13167
2014,Both,84,21896
2014,Male,84,8345
2014,Female,84,13551
2015,Both,84,22494
2015,Male,84,8767
2015,Female,84,13727
2016,Both,84,23132
2016,Male,84,9091
2016,Female,84,14041
2017,Both,84,22550
2017,Male,84,9082
2017,Female,84,13468
2018,Both,84,23047
2018,Male,84,9163
2018,Female,84,13884
1981,Both,85,10157
1981,Male,85,2471
1981,Female,85,7686
1982,Both,85,10173
1982,Male,85,2486
1982,Female,85,7687
1983,Both,85,10391
1983,Male,85,2532
1983,Female,85,7859
1984,Both,85,10583
1984,Male,85,2627
1984,Female,85,7956
1985,Both,85,11979
1985,Male,85,2984
1985,Female,85,8995
1986,Both,85,12220
1986,Male,85,3086
1986,Female,85,9134
1987,Both,85,12455
1987,Male,85,3283
1987,Female,85,9172
1988,Both,85,12991
1988,Male,85,3448
1988,Female,85,9543
1989,Both,85,13458
1989,Male,85,3594
1989,Female,85,9864
1990,Both,85,13445
1990,Male,85,3603
1990,Female,85,9842
1991,Both,85,13998
1991,Male,85,3776
1991,Female,85,10222
1992,Both,85,13757
1992,Male,85,3808
1992,Female,85,9949
1993,Both,85,14541
1993,Male,85,4070
1993,Female,85,10471
1994,Both,85,15000
1994,Male,85,4204
1994,Female,85,10796
1995,Both,85,15148
1995,Male,85,4306
1995,Female,85,10842
1996,Both,85,14947
1996,Male,85,4374
1996,Female,85,10573
1997,Both,85,14984
1997,Male,85,4424
1997,Female,85,10560
1998,Both,85,15473
1998,Male,85,4703
1998,Female,85,10770
1999,Both,85,15745
1999,Male,85,4670
1999,Female,85,11075
2000,Both,85,15652
2000,Male,85,4726
2000,Female,85,10926
2001,Both,85,14596
2001,Male,85,4334
2001,Female,85,10262
2002,Both,85,13539
2002,Male,85,4295
2002,Female,85,9244
2003,Both,85,12629
2003,Male,85,3903
2003,Female,85,8726
2004,Both,85,13619
2004,Male,85,4319
2004,Female,85,9300
2005,Both,85,19477
2005,Male,85,6366
2005,Female,85,13111
2006,Both,85,18727
2006,Male,85,6186
2006,Female,85,12541
2007,Both,85,17896
2007,Male,85,6038
2007,Female,85,11858
2008,Both,85,17090
2008,Male,85,5755
2008,Female,85,11335
2009,Both,85,17918
2009,Male,85,6330
2009,Female,85,11588
2010,Both,85,17944
2010,Male,85,6455
2010,Female,85,11489
2011,Both,85,18642
2011,Male,85,6686
2011,Female,85,11956
2012,Both,85,18499
2012,Male,85,6730
2012,Female,85,11769
2013,Both,85,18374
2013,Male,85,6752
2013,Female,85,11622
2014,Both,85,19405
2014,Male,85,7275
2014,Female,85,12130
2015,Both,85,19821
2015,Male,85,7412
2015,Female,85,12409
2016,Both,85,20572
2016,Male,85,7894
2016,Female,85,12678
2017,Both,85,21129
2017,Male,85,8167
2017,Female,85,12962
2018,Both,85,20599
2018,Male,85,8139
2018,Female,85,12460
1981,Both,86,8229
1981,Male,86,2042
1981,Female,86,6187
1982,Both,86,8634
1982,Male,86,1985
1982,Female,86,6649
1983,Both,86,8719
1983,Male,86,2049
1983,Female,86,6670
1984,Both,86,8952
1984,Male,86,2071
1984,Female,86,6881
1985,Both,86,9111
1985,Male,86,2144
1985,Female,86,6967
1986,Both,86,10325
1986,Male,86,2424
1986,Female,86,7901
1987,Both,86,10663
1987,Male,86,2540
1987,Female,86,8123
1988,Both,86,10835
1988,Male,86,2734
1988,Female,86,8101
1989,Both,86,11386
1989,Male,86,2888
1989,Female,86,8498
1990,Both,86,11684
1990,Male,86,2979
1990,Female,86,8705
1991,Both,86,11802
1991,Male,86,3046
1991,Female,86,8756
1992,Both,86,12200
1992,Male,86,3166
1992,Female,86,9034
1993,Both,86,11960
1993,Male,86,3186
1993,Female,86,8774
1994,Both,86,12719
1994,Male,86,3420
1994,Female,86,9299
1995,Both,86,13257
1995,Male,86,3565
1995,Female,86,9692
1996,Both,86,13326
1996,Male,86,3666
1996,Female,86,9660
1997,Both,86,13091
1997,Male,86,3681
1997,Female,86,9410
1998,Both,86,13259
1998,Male,86,3815
1998,Female,86,9444
1999,Both,86,13552
1999,Male,86,3951
1999,Female,86,9601
2000,Both,86,13976
2000,Male,86,4000
2000,Female,86,9976
2001,Both,86,13920
2001,Male,86,4077
2001,Female,86,9843
2002,Both,86,12960
2002,Male,86,3728
2002,Female,86,9232
2003,Both,86,11949
2003,Male,86,3697
2003,Female,86,8252
2004,Both,86,11205
2004,Male,86,3364
2004,Female,86,7841
2005,Both,86,12172
2005,Male,86,3740
2005,Female,86,8432
2006,Both,86,17539
2006,Male,86,5590
2006,Female,86,11949
2007,Both,86,16765
2007,Male,86,5414
2007,Female,86,11351
2008,Both,86,16000
2008,Male,86,5267
2008,Female,86,10733
2009,Both,86,15306
2009,Male,86,5036
2009,Female,86,10270
2010,Both,86,16044
2010,Male,86,5558
2010,Female,86,10486
2011,Both,86,16140
2011,Male,86,5694
2011,Female,86,10446
2012,Both,86,16737
2012,Male,86,5891
2012,Female,86,10846
2013,Both,86,16621
2013,Male,86,5937
2013,Female,86,10684
2014,Both,86,16641
2014,Male,86,6019
2014,Female,86,10622
2015,Both,86,17425
2015,Male,86,6435
2015,Female,86,10990
2016,Both,86,17850
2016,Male,86,6573
2016,Female,86,11277
2017,Both,86,18435
2017,Male,86,6962
2017,Female,86,11473
2018,Both,86,18979
2018,Male,86,7240
2018,Female,86,11739
1981,Both,87,6795
1981,Male,87,1639
1981,Female,87,5156
1982,Both,87,6863
1982,Male,87,1642
1982,Female,87,5221
1983,Both,87,7320
1983,Male,87,1609
1983,Female,87,5711
1984,Both,87,7397
1984,Male,87,1658
1984,Female,87,5739
1985,Both,87,7659
1985,Male,87,1670
1985,Female,87,5989
1986,Both,87,7644
1986,Male,87,1701
1986,Female,87,5943
1987,Both,87,8923
1987,Male,87,1961
1987,Female,87,6962
1988,Both,87,9234
1988,Male,87,2069
1988,Female,87,7165
1989,Both,87,9398
1989,Male,87,2250
1989,Female,87,7148
1990,Both,87,9628
1990,Male,87,2263
1990,Female,87,7365
1991,Both,87,10112
1991,Male,87,2489
1991,Female,87,7623
1992,Both,87,10221
1992,Male,87,2518
1992,Female,87,7703
1993,Both,87,10494
1993,Male,87,2603
1993,Female,87,7891
1994,Both,87,10245
1994,Male,87,2612
1994,Female,87,7633
1995,Both,87,11104
1995,Male,87,2880
1995,Female,87,8224
1996,Both,87,11523
1996,Male,87,2947
1996,Female,87,8576
1997,Both,87,11615
1997,Male,87,3081
1997,Female,87,8534
1998,Both,87,11432
1998,Male,87,3102
1998,Female,87,8330
1999,Both,87,11472
1999,Male,87,3178
1999,Female,87,8294
2000,Both,87,11761
2000,Male,87,3316
2000,Female,87,8445
2001,Both,87,12341
2001,Male,87,3381
2001,Female,87,8960
2002,Both,87,12196
2002,Male,87,3477
2002,Female,87,8719
2003,Both,87,11307
2003,Male,87,3145
2003,Female,87,8162
2004,Both,87,10422
2004,Male,87,3114
2004,Female,87,7308
2005,Both,87,9850
2005,Male,87,2884
2005,Female,87,6966
2006,Both,87,10735
2006,Male,87,3197
2006,Female,87,7538
2007,Both,87,15533
2007,Male,87,4772
2007,Female,87,10761
2008,Both,87,14905
2008,Male,87,4712
2008,Female,87,10193
2009,Both,87,14122
2009,Male,87,4594
2009,Female,87,9528
2010,Both,87,13591
2010,Male,87,4383
2010,Female,87,9208
2011,Both,87,14326
2011,Male,87,4839
2011,Female,87,9487
2012,Both,87,14321
2012,Male,87,4939
2012,Female,87,9382
2013,Both,87,14789
2013,Male,87,5109
2013,Female,87,9680
2014,Both,87,14850
2014,Male,87,5217
2014,Female,87,9633
2015,Both,87,14672
2015,Male,87,5175
2015,Female,87,9497
2016,Both,87,15532
2016,Male,87,5635
2016,Female,87,9897
2017,Both,87,15840
2017,Male,87,5727
2017,Female,87,10113
2018,Both,87,16404
2018,Male,87,6118
2018,Female,87,10286
1981,Both,88,5579
1981,Male,88,1250
1981,Female,88,4329
1982,Both,88,5547
1982,Male,88,1291
1982,Female,88,4256
1983,Both,88,5703
1983,Male,88,1318
1983,Female,88,4385
1984,Both,88,6137
1984,Male,88,1266
1984,Female,88,4871
1985,Both,88,6221
1985,Male,88,1323
1985,Female,88,4898
1986,Both,88,6343
1986,Male,88,1303
1986,Female,88,5040
1987,Both,88,6403
1987,Male,88,1342
1987,Female,88,5061
1988,Both,88,7512
1988,Male,88,1526
1988,Female,88,5986
1989,Both,88,7917
1989,Male,88,1664
1989,Female,88,6253
1990,Both,88,7887
1990,Male,88,1821
1990,Female,88,6066
1991,Both,88,8229
1991,Male,88,1853
1991,Female,88,6376
1992,Both,88,8661
1992,Male,88,2026
1992,Female,88,6635
1993,Both,88,8712
1993,Male,88,2028
1993,Female,88,6684
1994,Both,88,8884
1994,Male,88,2098
1994,Female,88,6786
1995,Both,88,8835
1995,Male,88,2146
1995,Female,88,6689
1996,Both,88,9517
1996,Male,88,2381
1996,Female,88,7136
1997,Both,88,9908
1997,Male,88,2455
1997,Female,88,7453
1998,Both,88,10028
1998,Male,88,2549
1998,Female,88,7479
1999,Both,88,9735
1999,Male,88,2568
1999,Female,88,7167
2000,Both,88,9758
2000,Male,88,2568
2000,Female,88,7190
2001,Both,88,10189
2001,Male,88,2778
2001,Female,88,7411
2002,Both,88,10690
2002,Male,88,2841
2002,Female,88,7849
2003,Both,88,10509
2003,Male,88,2911
2003,Female,88,7598
2004,Both,88,9763
2004,Male,88,2666
2004,Female,88,7097
2005,Both,88,8956
2005,Male,88,2583
2005,Female,88,6373
2006,Both,88,8523
2006,Male,88,2381
2006,Female,88,6142
2007,Both,88,9296
2007,Male,88,2707
2007,Female,88,6589
2008,Both,88,13572
2008,Male,88,4056
2008,Female,88,9516
2009,Both,88,13144
2009,Male,88,4058
2009,Female,88,9086
2010,Both,88,12402
2010,Male,88,3977
2010,Female,88,8425
2011,Both,88,11959
2011,Male,88,3771
2011,Female,88,8188
2012,Both,88,12460
2012,Male,88,4068
2012,Female,88,8392
2013,Both,88,12476
2013,Male,88,4223
2013,Female,88,8253
2014,Both,88,13098
2014,Male,88,4444
2014,Female,88,8654
2015,Both,88,12855
2015,Male,88,4389
2015,Female,88,8466
2016,Both,88,12875
2016,Male,88,4454
2016,Female,88,8421
2017,Both,88,13646
2017,Male,88,4867
2017,Female,88,8779
2018,Both,88,13787
2018,Male,88,4905
2018,Female,88,8882
1981,Both,89,4339
1981,Male,89,968
1981,Female,89,3371
1982,Both,89,4459
1982,Male,89,950
1982,Female,89,3509
1983,Both,89,4482
1983,Male,89,1002
1983,Female,89,3480
1984,Both,89,4646
1984,Male,89,1036
1984,Female,89,3610
1985,Both,89,5055
1985,Male,89,977
1985,Female,89,4078
1986,Both,89,5056
1986,Male,89,1009
1986,Female,89,4047
1987,Both,89,5247
1987,Male,89,1022
1987,Female,89,4225
1988,Both,89,5309
1988,Male,89,1040
1988,Female,89,4269
1989,Both,89,6301
1989,Male,89,1186
