"exclude_if_any","description_icd9"
"270.45","Inborn errors of metabolism"
"270.46","Inborn errors of metabolism"
"270.47","Inborn errors of metabolism"
"270.48","Inborn errors of metabolism"
"270.49","Inborn errors of metabolism"
"270.5","Inborn errors of metabolism"
"270.50","Inborn errors of metabolism"
"270.51","Inborn errors of metabolism"
"270.52","Inborn errors of metabolism"
"270.53","Inborn errors of metabolism"
"270.54","Inborn errors of metabolism"
"270.55","Inborn errors of metabolism"
"270.56","Inborn errors of metabolism"
"270.57","Inborn errors of metabolism"
"270.58","Inborn errors of metabolism"
"270.59","Inborn errors of metabolism"
"270.6","Inborn errors of metabolism"
"270.60","Inborn errors of metabolism"
"270.61","Inborn errors of metabolism"
"270.62","Inborn errors of metabolism"
"270.63","Inborn errors of metabolism"
"270.64","Inborn errors of metabolism"
"270.65","Inborn errors of metabolism"
"270.66","Inborn errors of metabolism"
"270.67","Inborn errors of metabolism"
"270.68","Inborn errors of metabolism"
"270.69","Inborn errors of metabolism"
"270.7","Inborn errors of metabolism"
"270.70","Inborn errors of metabolism"
"270.71","Inborn errors of metabolism"
"270.72","Inborn errors of metabolism"
"270.73","Inborn errors of metabolism"
"270.74","Inborn errors of metabolism"
"270.75","Inborn errors of metabolism"
"270.76","Inborn errors of metabolism"
"270.77","Inborn errors of metabolism"
"270.78","Inborn errors of metabolism"
"270.79","Inborn errors of metabolism"
"270.8","Inborn errors of metabolism"
"270.80","Inborn errors of metabolism"
"270.81","Inborn errors of metabolism"
"270.82","Inborn errors of metabolism"
"270.83","Inborn errors of metabolism"
"270.84","Inborn errors of metabolism"
"270.85","Inborn errors of metabolism"
"270.86","Inborn errors of metabolism"
"270.87","Inborn errors of metabolism"
"270.88","Inborn errors of metabolism"
"270.89","Inborn errors of metabolism"
"270.9","Inborn errors of metabolism"
"270.90","Inborn errors of metabolism"
"270.91","Inborn errors of metabolism"
"270.92","Inborn errors of metabolism"
"270.93","Inborn errors of metabolism"
"270.94","Inborn errors of metabolism"
"270.95","Inborn errors of metabolism"
"270.96","Inborn errors of metabolism"
"270.97","Inborn errors of metabolism"
"270.98","Inborn errors of metabolism"
"270.99","Inborn errors of metabolism"
"271","Inborn errors of metabolism"
"271.0","Inborn errors of metabolism"
"271.00","Inborn errors of metabolism"
"271.01","Inborn errors of metabolism"
"271.02","Inborn errors of metabolism"
"271.03","Inborn errors of metabolism"
"271.04","Inborn errors of metabolism"
"271.05","Inborn errors of metabolism"
"271.06","Inborn errors of metabolism"
"271.07","Inborn errors of metabolism"
"271.08","Inborn errors of metabolism"
"271.09","Inborn errors of metabolism"
"271.1","Inborn errors of metabolism"
"271.10","Inborn errors of metabolism"
"271.11","Inborn errors of metabolism"
"271.12","Inborn errors of metabolism"
"271.13","Inborn errors of metabolism"
"271.14","Inborn errors of metabolism"
"271.15","Inborn errors of metabolism"
"271.16","Inborn errors of metabolism"
"271.17","Inborn errors of metabolism"
"271.18","Inborn errors of metabolism"
"271.19","Inborn errors of metabolism"
"271.2","Inborn errors of metabolism"
"271.20","Inborn errors of metabolism"
"271.21","Inborn errors of metabolism"
"271.22","Inborn errors of metabolism"
"271.23","Inborn errors of metabolism"
"271.24","Inborn errors of metabolism"
"271.25","Inborn errors of metabolism"
"271.26","Inborn errors of metabolism"
"271.27","Inborn errors of metabolism"
"271.28","Inborn errors of metabolism"
"271.29","Inborn errors of metabolism"
"271.3","Inborn errors of metabolism"
"271.30","Inborn errors of metabolism"
"271.31","Inborn errors of metabolism"
"271.32","Inborn errors of metabolism"
"271.33","Inborn errors of metabolism"
"271.34","Inborn errors of metabolism"
"271.35","Inborn errors of metabolism"
"271.36","Inborn errors of metabolism"
"271.37","Inborn errors of metabolism"
"271.38","Inborn errors of metabolism"
"271.39","Inborn errors of metabolism"
"271.4","Inborn errors of metabolism"
"271.40","Inborn errors of metabolism"
"271.41","Inborn errors of metabolism"
"271.42","Inborn errors of metabolism"
"271.43","Inborn errors of metabolism"
"271.44","Inborn errors of metabolism"
"271.45","Inborn errors of metabolism"
"271.46","Inborn errors of metabolism"
"271.47","Inborn errors of metabolism"
"271.48","Inborn errors of metabolism"
"271.49","Inborn errors of metabolism"
"271.5","Inborn errors of metabolism"
"271.50","Inborn errors of metabolism"
"271.51","Inborn errors of metabolism"
"271.52","Inborn errors of metabolism"
"271.53","Inborn errors of metabolism"
"271.54","Inborn errors of metabolism"
"271.55","Inborn errors of metabolism"
"271.56","Inborn errors of metabolism"
"271.57","Inborn errors of metabolism"
"271.58","Inborn errors of metabolism"
"271.59","Inborn errors of metabolism"
"271.6","Inborn errors of metabolism"
"271.60","Inborn errors of metabolism"
"271.61","Inborn errors of metabolism"
"271.62","Inborn errors of metabolism"
"271.63","Inborn errors of metabolism"
"271.64","Inborn errors of metabolism"
"271.65","Inborn errors of metabolism"
"271.66","Inborn errors of metabolism"
"271.67","Inborn errors of metabolism"
"271.68","Inborn errors of metabolism"
"271.69","Inborn errors of metabolism"
"271.7","Inborn errors of metabolism"
"271.70","Inborn errors of metabolism"
"271.71","Inborn errors of metabolism"
"271.72","Inborn errors of metabolism"
"271.73","Inborn errors of metabolism"
"271.74","Inborn errors of metabolism"
"271.75","Inborn errors of metabolism"
"271.76","Inborn errors of metabolism"
"271.77","Inborn errors of metabolism"
"271.78","Inborn errors of metabolism"
"271.79","Inborn errors of metabolism"
"271.8","Inborn errors of metabolism"
"271.80","Inborn errors of metabolism"
"271.81","Inborn errors of metabolism"
"271.82","Inborn errors of metabolism"
"271.83","Inborn errors of metabolism"
"271.84","Inborn errors of metabolism"
"271.85","Inborn errors of metabolism"
"271.86","Inborn errors of metabolism"
"271.87","Inborn errors of metabolism"
"271.88","Inborn errors of metabolism"
"271.89","Inborn errors of metabolism"
"271.9","Inborn errors of metabolism"
"271.90","Inborn errors of metabolism"
"271.91","Inborn errors of metabolism"
"271.92","Inborn errors of metabolism"
"271.93","Inborn errors of metabolism"
"271.94","Inborn errors of metabolism"
"271.95","Inborn errors of metabolism"
"271.96","Inborn errors of metabolism"
"271.97","Inborn errors of metabolism"
"271.98","Inborn errors of metabolism"
"271.99","Inborn errors of metabolism"
"272","Inborn errors of metabolism"
"272.0","Inborn errors of metabolism"
"272.00","Inborn errors of metabolism"
"272.01","Inborn errors of metabolism"
"272.02","Inborn errors of metabolism"
"272.03","Inborn errors of metabolism"
"272.04","Inborn errors of metabolism"
"272.05","Inborn errors of metabolism"
"272.06","Inborn errors of metabolism"
"272.07","Inborn errors of metabolism"
"272.08","Inborn errors of metabolism"
"272.09","Inborn errors of metabolism"
"272.1","Inborn errors of metabolism"
"272.10","Inborn errors of metabolism"
"272.11","Inborn errors of metabolism"
"272.12","Inborn errors of metabolism"
"272.13","Inborn errors of metabolism"
"272.14","Inborn errors of metabolism"
"272.15","Inborn errors of metabolism"
"272.16","Inborn errors of metabolism"
"272.17","Inborn errors of metabolism"
"272.18","Inborn errors of metabolism"
"272.19","Inborn errors of metabolism"
"272.2","Inborn errors of metabolism"
"272.20","Inborn errors of metabolism"
"272.21","Inborn errors of metabolism"
"272.22","Inborn errors of metabolism"
"272.23","Inborn errors of metabolism"
"272.24","Inborn errors of metabolism"
"272.25","Inborn errors of metabolism"
"272.26","Inborn errors of metabolism"
"272.27","Inborn errors of metabolism"
"272.28","Inborn errors of metabolism"
"272.29","Inborn errors of metabolism"
"272.3","Inborn errors of metabolism"
"272.30","Inborn errors of metabolism"
"272.31","Inborn errors of metabolism"
"272.32","Inborn errors of metabolism"
"272.33","Inborn errors of metabolism"
"272.34","Inborn errors of metabolism"
"272.35","Inborn errors of metabolism"
"272.36","Inborn errors of metabolism"
"272.37","Inborn errors of metabolism"
"272.38","Inborn errors of metabolism"
"272.39","Inborn errors of metabolism"
"272.4","Inborn errors of metabolism"
"272.40","Inborn errors of metabolism"
"272.41","Inborn errors of metabolism"
"272.42","Inborn errors of metabolism"
"272.43","Inborn errors of metabolism"
"272.44","Inborn errors of metabolism"
"272.45","Inborn errors of metabolism"
"272.46","Inborn errors of metabolism"
"272.47","Inborn errors of metabolism"
"272.48","Inborn errors of metabolism"
"272.49","Inborn errors of metabolism"
"272.5","Inborn errors of metabolism"
"272.50","Inborn errors of metabolism"
"272.51","Inborn errors of metabolism"
"272.52","Inborn errors of metabolism"
"272.53","Inborn errors of metabolism"
"272.54","Inborn errors of metabolism"
"272.55","Inborn errors of metabolism"
"272.56","Inborn errors of metabolism"
"272.57","Inborn errors of metabolism"
"272.58","Inborn errors of metabolism"
"272.59","Inborn errors of metabolism"
"272.6","Inborn errors of metabolism"
"272.60","Inborn errors of metabolism"
"272.61","Inborn errors of metabolism"
"272.62","Inborn errors of metabolism"
"272.63","Inborn errors of metabolism"
"272.64","Inborn errors of metabolism"
"272.65","Inborn errors of metabolism"
"272.66","Inborn errors of metabolism"
"272.67","Inborn errors of metabolism"
"272.68","Inborn errors of metabolism"
"272.69","Inborn errors of metabolism"
"272.7","Inborn errors of metabolism"
"272.70","Inborn errors of metabolism"
"272.71","Inborn errors of metabolism"
"272.72","Inborn errors of metabolism"
"272.73","Inborn errors of metabolism"
"272.74","Inborn errors of metabolism"
"272.75","Inborn errors of metabolism"
"272.76","Inborn errors of metabolism"
"272.77","Inborn errors of metabolism"
"272.78","Inborn errors of metabolism"
"272.79","Inborn errors of metabolism"
"272.8","Inborn errors of metabolism"
"272.80","Inborn errors of metabolism"
"272.81","Inborn errors of metabolism"
"272.82","Inborn errors of metabolism"
"272.83","Inborn errors of metabolism"
"272.84","Inborn errors of metabolism"
"272.85","Inborn errors of metabolism"
"272.86","Inborn errors of metabolism"
"272.87","Inborn errors of metabolism"
"272.88","Inborn errors of metabolism"
"272.89","Inborn errors of metabolism"
"272.9","Inborn errors of metabolism"
"272.90","Inborn errors of metabolism"
"272.91","Inborn errors of metabolism"
"272.92","Inborn errors of metabolism"
"272.93","Inborn errors of metabolism"
"272.94","Inborn errors of metabolism"
"272.95","Inborn errors of metabolism"
"272.96","Inborn errors of metabolism"
"272.97","Inborn errors of metabolism"
"272.98","Inborn errors of metabolism"
"272.99","Inborn errors of metabolism"
"273","Inborn errors of metabolism"
"273.0","Inborn errors of metabolism"
"273.00","Inborn errors of metabolism"
"273.01","Inborn errors of metabolism"
"273.02","Inborn errors of metabolism"
"273.03","Inborn errors of metabolism"
"273.04","Inborn errors of metabolism"
"273.05","Inborn errors of metabolism"
"273.06","Inborn errors of metabolism"
"273.07","Inborn errors of metabolism"
"273.08","Inborn errors of metabolism"
"273.09","Inborn errors of metabolism"
"273.1","Inborn errors of metabolism"
"273.10","Inborn errors of metabolism"
"273.11","Inborn errors of metabolism"
"273.12","Inborn errors of metabolism"
"273.13","Inborn errors of metabolism"
"273.14","Inborn errors of metabolism"
"273.15","Inborn errors of metabolism"
"273.16","Inborn errors of metabolism"
"273.17","Inborn errors of metabolism"
"273.18","Inborn errors of metabolism"
"273.19","Inborn errors of metabolism"
"273.2","Inborn errors of metabolism"
"273.20","Inborn errors of metabolism"
"273.21","Inborn errors of metabolism"
"273.22","Inborn errors of metabolism"
"273.23","Inborn errors of metabolism"
"273.24","Inborn errors of metabolism"
"273.25","Inborn errors of metabolism"
"273.26","Inborn errors of metabolism"
"273.27","Inborn errors of metabolism"
"273.28","Inborn errors of metabolism"
"273.29","Inborn errors of metabolism"
"273.3","Inborn errors of metabolism"
"273.30","Inborn errors of metabolism"
"273.31","Inborn errors of metabolism"
"273.32","Inborn errors of metabolism"
"273.33","Inborn errors of metabolism"
"273.34","Inborn errors of metabolism"
"273.35","Inborn errors of metabolism"
"273.36","Inborn errors of metabolism"
"273.37","Inborn errors of metabolism"
"273.38","Inborn errors of metabolism"
"273.39","Inborn errors of metabolism"
"273.4","Inborn errors of metabolism"
"273.40","Inborn errors of metabolism"
"273.41","Inborn errors of metabolism"
"273.42","Inborn errors of metabolism"
"273.43","Inborn errors of metabolism"
"273.44","Inborn errors of metabolism"
"273.45","Inborn errors of metabolism"
"273.46","Inborn errors of metabolism"
"273.47","Inborn errors of metabolism"
"273.48","Inborn errors of metabolism"
"273.49","Inborn errors of metabolism"
"273.5","Inborn errors of metabolism"
"273.50","Inborn errors of metabolism"
"273.51","Inborn errors of metabolism"
"273.52","Inborn errors of metabolism"
"273.53","Inborn errors of metabolism"
"273.54","Inborn errors of metabolism"
"273.55","Inborn errors of metabolism"
"273.56","Inborn errors of metabolism"
"273.57","Inborn errors of metabolism"
"273.58","Inborn errors of metabolism"
"273.59","Inborn errors of metabolism"
"273.6","Inborn errors of metabolism"
"273.60","Inborn errors of metabolism"
"273.61","Inborn errors of metabolism"
"273.62","Inborn errors of metabolism"
"273.63","Inborn errors of metabolism"
"273.64","Inborn errors of metabolism"
"273.65","Inborn errors of metabolism"
"273.66","Inborn errors of metabolism"
"273.67","Inborn errors of metabolism"
"273.68","Inborn errors of metabolism"
"273.69","Inborn errors of metabolism"
"273.7","Inborn errors of metabolism"
"273.70","Inborn errors of metabolism"
"273.71","Inborn errors of metabolism"
"273.72","Inborn errors of metabolism"
"273.73","Inborn errors of metabolism"
"273.74","Inborn errors of metabolism"
"273.75","Inborn errors of metabolism"
"273.76","Inborn errors of metabolism"
"273.77","Inborn errors of metabolism"
"273.78","Inborn errors of metabolism"
"273.79","Inborn errors of metabolism"
"273.8","Inborn errors of metabolism"
"273.80","Inborn errors of metabolism"
"273.81","Inborn errors of metabolism"
"273.82","Inborn errors of metabolism"
"273.83","Inborn errors of metabolism"
"273.84","Inborn errors of metabolism"
"273.85","Inborn errors of metabolism"
"273.86","Inborn errors of metabolism"
"273.87","Inborn errors of metabolism"
"273.88","Inborn errors of metabolism"
"273.89","Inborn errors of metabolism"
"273.9","Inborn errors of metabolism"
"273.90","Inborn errors of metabolism"
"273.91","Inborn errors of metabolism"
"273.92","Inborn errors of metabolism"
"273.93","Inborn errors of metabolism"
"273.94","Inborn errors of metabolism"
"273.95","Inborn errors of metabolism"
"273.96","Inborn errors of metabolism"
"273.97","Inborn errors of metabolism"
"273.98","Inborn errors of metabolism"
"273.99","Inborn errors of metabolism"
"274","Inborn errors of metabolism"
"274.0","Inborn errors of metabolism"
"274.00","Inborn errors of metabolism"
"274.01","Inborn errors of metabolism"
"274.02","Inborn errors of metabolism"
"274.03","Inborn errors of metabolism"
"274.04","Inborn errors of metabolism"
"274.05","Inborn errors of metabolism"
"274.06","Inborn errors of metabolism"
"274.07","Inborn errors of metabolism"
"274.08","Inborn errors of metabolism"
"274.09","Inborn errors of metabolism"
"274.1","Inborn errors of metabolism"
"274.10","Inborn errors of metabolism"
"274.11","Inborn errors of metabolism"
"274.12","Inborn errors of metabolism"
"274.13","Inborn errors of metabolism"
"274.14","Inborn errors of metabolism"
"274.15","Inborn errors of metabolism"
"274.16","Inborn errors of metabolism"
"274.17","Inborn errors of metabolism"
"274.18","Inborn errors of metabolism"
"274.19","Inborn errors of metabolism"
"274.2","Inborn errors of metabolism"
"274.20","Inborn errors of metabolism"
"274.21","Inborn errors of metabolism"
"274.22","Inborn errors of metabolism"
"274.23","Inborn errors of metabolism"
"274.24","Inborn errors of metabolism"
"274.25","Inborn errors of metabolism"
"274.26","Inborn errors of metabolism"
"274.27","Inborn errors of metabolism"
"274.28","Inborn errors of metabolism"
"274.29","Inborn errors of metabolism"
"274.3","Inborn errors of metabolism"
"274.30","Inborn errors of metabolism"
"274.31","Inborn errors of metabolism"
"274.32","Inborn errors of metabolism"
"274.33","Inborn errors of metabolism"
"274.34","Inborn errors of metabolism"
"274.35","Inborn errors of metabolism"
"274.36","Inborn errors of metabolism"
"274.37","Inborn errors of metabolism"
"274.38","Inborn errors of metabolism"
"274.39","Inborn errors of metabolism"
"274.4","Inborn errors of metabolism"
"274.40","Inborn errors of metabolism"
"274.41","Inborn errors of metabolism"
"274.42","Inborn errors of metabolism"
"274.43","Inborn errors of metabolism"
"274.44","Inborn errors of metabolism"
"274.45","Inborn errors of metabolism"
"274.46","Inborn errors of metabolism"
"274.47","Inborn errors of metabolism"
"274.48","Inborn errors of metabolism"
"274.49","Inborn errors of metabolism"
"274.5","Inborn errors of metabolism"
"274.50","Inborn errors of metabolism"
"274.51","Inborn errors of metabolism"
"274.52","Inborn errors of metabolism"
"274.53","Inborn errors of metabolism"
"274.54","Inborn errors of metabolism"
"274.55","Inborn errors of metabolism"
"274.56","Inborn errors of metabolism"
"274.57","Inborn errors of metabolism"
"274.58","Inborn errors of metabolism"
"274.59","Inborn errors of metabolism"
"274.6","Inborn errors of metabolism"
"274.60","Inborn errors of metabolism"
"274.61","Inborn errors of metabolism"
"274.62","Inborn errors of metabolism"
"274.63","Inborn errors of metabolism"
"274.64","Inborn errors of metabolism"
"274.65","Inborn errors of metabolism"
"274.66","Inborn errors of metabolism"
"274.67","Inborn errors of metabolism"
"274.68","Inborn errors of metabolism"
"274.69","Inborn errors of metabolism"
"274.7","Inborn errors of metabolism"
"274.70","Inborn errors of metabolism"
"274.71","Inborn errors of metabolism"
"274.72","Inborn errors of metabolism"
"274.73","Inborn errors of metabolism"
"274.74","Inborn errors of metabolism"
"274.75","Inborn errors of metabolism"
"274.76","Inborn errors of metabolism"
"274.77","Inborn errors of metabolism"
"274.78","Inborn errors of metabolism"
"274.79","Inborn errors of metabolism"
"274.8","Inborn errors of metabolism"
"274.80","Inborn errors of metabolism"
"274.81","Inborn errors of metabolism"
"274.82","Inborn errors of metabolism"
"274.83","Inborn errors of metabolism"
"274.84","Inborn errors of metabolism"
"274.85","Inborn errors of metabolism"
"274.86","Inborn errors of metabolism"
"274.87","Inborn errors of metabolism"
"274.88","Inborn errors of metabolism"
"274.89","Inborn errors of metabolism"
"274.9","Inborn errors of metabolism"
"274.90","Inborn errors of metabolism"
"274.91","Inborn errors of metabolism"
"274.92","Inborn errors of metabolism"
"274.93","Inborn errors of metabolism"
"274.94","Inborn errors of metabolism"
"274.95","Inborn errors of metabolism"
"274.96","Inborn errors of metabolism"
"274.97","Inborn errors of metabolism"
"274.98","Inborn errors of metabolism"
"274.99","Inborn errors of metabolism"
"275.0","Inborn errors of metabolism"
"275.00","Inborn errors of metabolism"
"275.01","Inborn errors of metabolism"
"275.02","Inborn errors of metabolism"
"275.03","Inborn errors of metabolism"
"275.04","Inborn errors of metabolism"
"275.05","Inborn errors of metabolism"
"275.06","Inborn errors of metabolism"
"275.07","Inborn errors of metabolism"
"275.08","Inborn errors of metabolism"
"275.09","Inborn errors of metabolism"
"275.1","Inborn errors of metabolism"
"275.10","Inborn errors of metabolism"
"275.11","Inborn errors of metabolism"
"275.12","Inborn errors of metabolism"
"275.13","Inborn errors of metabolism"
"275.14","Inborn errors of metabolism"
"275.15","Inborn errors of metabolism"
"275.16","Inborn errors of metabolism"
"275.17","Inborn errors of metabolism"
"275.18","Inborn errors of metabolism"
"275.19","Inborn errors of metabolism"
"275.2","Inborn errors of metabolism"
"275.20","Inborn errors of metabolism"
"275.21","Inborn errors of metabolism"
"275.22","Inborn errors of metabolism"
"275.23","Inborn errors of metabolism"
"275.24","Inborn errors of metabolism"
"275.25","Inborn errors of metabolism"
"275.26","Inborn errors of metabolism"
"275.27","Inborn errors of metabolism"
"275.28","Inborn errors of metabolism"
"275.29","Inborn errors of metabolism"
"275.3","Inborn errors of metabolism"
"275.30","Inborn errors of metabolism"
"275.31","Inborn errors of metabolism"
"275.32","Inborn errors of metabolism"
"275.33","Inborn errors of metabolism"
"275.34","Inborn errors of metabolism"
"275.35","Inborn errors of metabolism"
"275.36","Inborn errors of metabolism"
"275.37","Inborn errors of metabolism"
"275.38","Inborn errors of metabolism"
"275.39","Inborn errors of metabolism"
"275.4","Inborn errors of metabolism"
"275.40","Inborn errors of metabolism"
"275.41","Inborn errors of metabolism"
"275.42","Inborn errors of metabolism"
"275.43","Inborn errors of metabolism"
"275.44","Inborn errors of metabolism"
"275.45","Inborn errors of metabolism"
"275.46","Inborn errors of metabolism"
"275.47","Inborn errors of metabolism"
"275.48","Inborn errors of metabolism"
"275.49","Inborn errors of metabolism"
"275.5","Inborn errors of metabolism"
"275.50","Inborn errors of metabolism"
"275.51","Inborn errors of metabolism"
"275.52","Inborn errors of metabolism"
"275.53","Inborn errors of metabolism"
"275.54","Inborn errors of metabolism"
"275.55","Inborn errors of metabolism"
"275.56","Inborn errors of metabolism"
"275.57","Inborn errors of metabolism"
"275.58","Inborn errors of metabolism"
"275.59","Inborn errors of metabolism"
"275.6","Inborn errors of metabolism"
"275.60","Inborn errors of metabolism"
"275.61","Inborn errors of metabolism"
"275.62","Inborn errors of metabolism"
"275.63","Inborn errors of metabolism"
"275.64","Inborn errors of metabolism"
"275.65","Inborn errors of metabolism"
"275.66","Inborn errors of metabolism"
"275.67","Inborn errors of metabolism"
"275.68","Inborn errors of metabolism"
"275.69","Inborn errors of metabolism"
"275.7","Inborn errors of metabolism"
"275.70","Inborn errors of metabolism"
"275.71","Inborn errors of metabolism"
"275.72","Inborn errors of metabolism"
"275.73","Inborn errors of metabolism"
"275.74","Inborn errors of metabolism"
"275.75","Inborn errors of metabolism"
"275.76","Inborn errors of metabolism"
"275.77","Inborn errors of metabolism"
"275.78","Inborn errors of metabolism"
"275.79","Inborn errors of metabolism"
"275.8","Inborn errors of metabolism"
"275.80","Inborn errors of metabolism"
"275.81","Inborn errors of metabolism"
"275.82","Inborn errors of metabolism"
"275.83","Inborn errors of metabolism"
"275.84","Inborn errors of metabolism"
"275.85","Inborn errors of metabolism"
"275.86","Inborn errors of metabolism"
"275.87","Inborn errors of metabolism"
"275.88","Inborn errors of metabolism"
"275.89","Inborn errors of metabolism"
"275.9","Inborn errors of metabolism"
"275.90","Inborn errors of metabolism"
"275.91","Inborn errors of metabolism"
"275.92","Inborn errors of metabolism"
"275.93","Inborn errors of metabolism"
"275.94","Inborn errors of metabolism"
"275.95","Inborn errors of metabolism"
"275.96","Inborn errors of metabolism"
"275.97","Inborn errors of metabolism"
"275.98","Inborn errors of metabolism"
"275.99","Inborn errors of metabolism"
"317","Mental retardation"
"3170","Mental retardation"
"31700","Mental retardation"
"31701","Mental retardation"
"31702","Mental retardation"
"31703","Mental retardation"
"31704","Mental retardation"
"31705","Mental retardation"
"31706","Mental retardation"
"31707","Mental retardation"
"31708","Mental retardation"
"31709","Mental retardation"
"3171","Mental retardation"
"31710","Mental retardation"
"31711","Mental retardation"
"31712","Mental retardation"
"31713","Mental retardation"
"31714","Mental retardation"
"31715","Mental retardation"
"31716","Mental retardation"
"31717","Mental retardation"
"31718","Mental retardation"
"31719","Mental retardation"
"3172","Mental retardation"
"31720","Mental retardation"
"31721","Mental retardation"
"31722","Mental retardation"
"31723","Mental retardation"
"31724","Mental retardation"
"31725","Mental retardation"
"31726","Mental retardation"
"31727","Mental retardation"
"31728","Mental retardation"
"31729","Mental retardation"
"3173","Mental retardation"
"31730","Mental retardation"
"31731","Mental retardation"
"31732","Mental retardation"
"31733","Mental retardation"
"31734","Mental retardation"
"31735","Mental retardation"
"31736","Mental retardation"
"31737","Mental retardation"
"31738","Mental retardation"
"31739","Mental retardation"
"3174","Mental retardation"
"31740","Mental retardation"
"31741","Mental retardation"
"31742","Mental retardation"
"31743","Mental retardation"
"31744","Mental retardation"
"31745","Mental retardation"
"31746","Mental retardation"
"31747","Mental retardation"
"31748","Mental retardation"
"31749","Mental retardation"
"3175","Mental retardation"
"31750","Mental retardation"
"31751","Mental retardation"
"31752","Mental retardation"
"31753","Mental retardation"
"31754","Mental retardation"
"31755","Mental retardation"
"31756","Mental retardation"
"31757","Mental retardation"
"31758","Mental retardation"
"31759","Mental retardation"
"3176","Mental retardation"
"31760","Mental retardation"
"31761","Mental retardation"
"31762","Mental retardation"
"31763","Mental retardation"
"31764","Mental retardation"
"31765","Mental retardation"
"31766","Mental retardation"
"31767","Mental retardation"
"31768","Mental retardation"
"31769","Mental retardation"
"3177","Mental retardation"
"31770","Mental retardation"
"31771","Mental retardation"
"31772","Mental retardation"
"31773","Mental retardation"
"31774","Mental retardation"
"31775","Mental retardation"
"31776","Mental retardation"
"31777","Mental retardation"
"31778","Mental retardation"
"31779","Mental retardation"
"3178","Mental retardation"
"31780","Mental retardation"
"31781","Mental retardation"
"31782","Mental retardation"
"31783","Mental retardation"
"31784","Mental retardation"
"31785","Mental retardation"
"31786","Mental retardation"
"31787","Mental retardation"
"31788","Mental retardation"
"31789","Mental retardation"
"3179","Mental retardation"
"31790","Mental retardation"
"31791","Mental retardation"
"31792","Mental retardation"
"31793","Mental retardation"
"31794","Mental retardation"
"31795","Mental retardation"
"31796","Mental retardation"
"31797","Mental retardation"
"31798","Mental retardation"
"31799","Mental retardation"
"318","Mental retardation"
"3180","Mental retardation"
"31800","Mental retardation"
"31801","Mental retardation"
"31802","Mental retardation"
"31803","Mental retardation"
"31804","Mental retardation"
"31805","Mental retardation"
"31806","Mental retardation"
"31807","Mental retardation"
"31808","Mental retardation"
"31809","Mental retardation"
"3181","Mental retardation"
"31810","Mental retardation"
"31811","Mental retardation"
"31812","Mental retardation"
"31813","Mental retardation"
"31814","Mental retardation"
"31815","Mental retardation"
"31816","Mental retardation"
"31817","Mental retardation"
"31818","Mental retardation"
"31819","Mental retardation"
"3182","Mental retardation"
"31820","Mental retardation"
"31821","Mental retardation"
"31822","Mental retardation"
"31823","Mental retardation"
"31824","Mental retardation"
"31825","Mental retardation"
"31826","Mental retardation"
"31827","Mental retardation"
"31828","Mental retardation"
"31829","Mental retardation"
"3183","Mental retardation"
"31830","Mental retardation"
"31831","Mental retardation"
"31832","Mental retardation"
"31833","Mental retardation"
"31834","Mental retardation"
"31835","Mental retardation"
"31836","Mental retardation"
"31837","Mental retardation"
"31838","Mental retardation"
"31839","Mental retardation"
"3184","Mental retardation"
"31840","Mental retardation"
"31841","Mental retardation"
"31842","Mental retardation"
"31843","Mental retardation"
"31844","Mental retardation"
"31845","Mental retardation"
"31846","Mental retardation"
"31847","Mental retardation"
"31848","Mental retardation"
"31849","Mental retardation"
"3185","Mental retardation"
"31850","Mental retardation"
"31851","Mental retardation"
"31852","Mental retardation"
"31853","Mental retardation"
"31854","Mental retardation"
"31855","Mental retardation"
"31856","Mental retardation"
"31857","Mental retardation"
"31858","Mental retardation"
"31859","Mental retardation"
"3186","Mental retardation"
"31860","Mental retardation"
"31861","Mental retardation"
"31862","Mental retardation"
"31863","Mental retardation"
"31864","Mental retardation"
"31865","Mental retardation"
"31866","Mental retardation"
"31867","Mental retardation"
"31868","Mental retardation"
"31869","Mental retardation"
"3187","Mental retardation"
"31870","Mental retardation"
"31871","Mental retardation"
"31872","Mental retardation"
"31873","Mental retardation"
"31874","Mental retardation"
"31875","Mental retardation"
"31876","Mental retardation"
"31877","Mental retardation"
"31878","Mental retardation"
"31879","Mental retardation"
"3188","Mental retardation"
"31880","Mental retardation"
"31881","Mental retardation"
"31882","Mental retardation"
"31883","Mental retardation"
"31884","Mental retardation"
"31885","Mental retardation"
"31886","Mental retardation"
"31887","Mental retardation"
"31888","Mental retardation"
"31889","Mental retardation"
"3189","Mental retardation"
"31890","Mental retardation"
"31891","Mental retardation"
"31892","Mental retardation"
"31893","Mental retardation"
"31894","Mental retardation"
"31895","Mental retardation"
"31896","Mental retardation"
"31897","Mental retardation"
"31898","Mental retardation"
"31899","Mental retardation"
"319","Mental retardation"
"3190","Mental retardation"
"31900","Mental retardation"
"31901","Mental retardation"
"31902","Mental retardation"
"31903","Mental retardation"
"31904","Mental retardation"
"31905","Mental retardation"
"31906","Mental retardation"
"31907","Mental retardation"
"31908","Mental retardation"
"31909","Mental retardation"
"3191","Mental retardation"
"31910","Mental retardation"
"31911","Mental retardation"
"31912","Mental retardation"
"31913","Mental retardation"
"31914","Mental retardation"
"31915","Mental retardation"
"31916","Mental retardation"
"31917","Mental retardation"
"31918","Mental retardation"
"31919","Mental retardation"
